loaded_at;fixed acidity;quality;chlorides;pH;citric acid;residual sugar;sulphates;wine_id;volatile acidity;total sulfur dioxide;density;free sulfur dioxide;alcohol
2024-07-18T09:10:29.271741+UTC;7.8;6;0.088;3.41;0.26;2.0;0.74;2664319560;0.54;48.0;0.9981;23.0;9.2
2024-07-18T09:10:29.271741+UTC;8.3;6;0.079;3.31;0.15;1.9;0.54;2198773656;0.66;42.0;0.9972;17.0;9.6
2024-07-18T09:10:29.271741+UTC;7.8;6;0.088;3.43;0.26;1.9;0.74;2080925034;0.46;53.0;0.9981;23.0;9.2
2024-07-18T09:10:29.271741+UTC;9.6;7;0.096;3.19;0.31;2.5;0.7;2038735908;0.38;49.0;0.9982;16.0;10.0
2024-07-18T09:10:29.271741+UTC;5.6;8;0.045;3.56;0.05;1.4;0.82;4279740161;0.85;88.0;0.9924;12.0;12.9
2024-07-18T09:10:29.271741+UTC;13.7;6;0.085;3.06;0.68;2.9;0.8;4202056587;0.415;43.0;1.0014;17.0;10.0
2024-07-18T09:10:29.271741+UTC;9.5;5;0.082;3.18;0.52;2.0;0.51;478014291;0.37;26.0;0.998;6.0;9.5
2024-07-18T09:10:29.271741+UTC;8.4;5;0.112;3.16;0.61;2.0;0.54;1567120823;0.665;95.0;0.997;13.0;9.1
2024-07-18T09:10:29.271741+UTC;12.7;5;0.063;3.03;0.65;2.3;0.57;3970431315;0.6;25.0;0.9997;6.0;9.9
2024-07-18T09:10:29.271741+UTC;12.0;7;0.066;3.22;0.76;4.2;0.6;2532618401;0.37;38.0;1.0004;7.0;13.0
2024-07-18T09:10:29.271741+UTC;6.6;5;0.122;3.47;0.02;7.9;0.53;3724023442;0.735;124.0;0.9994;68.0;9.9
2024-07-18T09:10:29.271741+UTC;11.5;6;0.087;3.18;0.59;2.6;0.65;4276453435;0.59;49.0;0.9988;13.0;11.0
2024-07-18T09:10:29.271741+UTC;11.5;6;0.087;3.18;0.59;2.6;0.65;4276453435;0.59;49.0;0.9988;13.0;11.0
2024-07-18T09:10:29.271741+UTC;8.7;5;0.064;3.1;0.22;2.3;0.55;288636178;0.765;42.0;0.9963;9.0;9.4
2024-07-18T09:10:29.271741+UTC;6.6;5;0.122;3.47;0.02;7.9;0.53;3724023442;0.735;124.0;0.9994;68.0;9.9
2024-07-18T09:10:29.271741+UTC;7.7;6;0.059;3.29;0.3;1.7;0.47;2168879389;0.26;38.0;0.9949;20.0;10.8
2024-07-18T09:10:29.271741+UTC;12.2;6;0.085;3.1;0.54;2.6;0.61;4122964192;0.48;64.0;1.0;19.0;10.5
2024-07-18T09:10:29.271741+UTC;11.4;6;0.085;3.15;0.49;2.7;0.63;814003387;0.6;41.0;0.9994;10.0;10.5
2024-07-18T09:10:29.271741+UTC;7.7;5;0.075;3.26;0.05;2.7;0.61;1567488679;0.69;27.0;0.9974;15.0;9.1
2024-07-18T09:10:29.271741+UTC;8.7;6;0.059;3.36;0.46;1.4;0.76;3076049326;0.31;25.0;0.9966;11.0;10.1
2024-07-18T09:10:29.271741+UTC;9.8;6;0.063;3.24;0.47;2.5;0.65;2112111002;0.44;28.0;0.9981;9.0;10.8
2024-07-18T09:10:29.271741+UTC;12.0;7;0.093;3.18;0.66;3.0;0.63;2633595008;0.39;30.0;0.9996;12.0;10.8
2024-07-18T09:10:29.271741+UTC;10.4;6;0.174;3.19;0.58;3.7;0.7;1909081610;0.34;16.0;0.997;6.0;11.3
2024-07-18T09:10:29.271741+UTC;12.5;4;0.07;3.05;0.49;4.5;0.57;1682118248;0.46;49.0;0.9981;26.0;9.6
2024-07-18T09:10:29.271741+UTC;9.0;6;0.08;3.38;0.34;2.5;0.62;4285211948;0.43;86.0;0.9987;26.0;9.5
2024-07-18T09:10:29.271741+UTC;9.1;5;0.08;3.38;0.35;2.4;0.62;3795237536;0.45;78.0;0.9987;23.0;9.5
2024-07-18T09:10:29.271741+UTC;7.1;5;0.1;3.27;0.16;1.9;0.64;926116751;0.735;77.0;0.9966;15.0;9.3
2024-07-18T09:10:29.271741+UTC;9.9;7;0.097;3.27;0.53;6.7;0.82;2639987940;0.4;19.0;0.9986;6.0;11.7
2024-07-18T09:10:29.271741+UTC;8.8;5;0.087;3.26;0.34;2.7;0.61;203216963;0.52;122.0;0.9982;24.0;9.5
2024-07-18T09:10:29.271741+UTC;8.6;5;0.117;3.32;0.24;6.6;1.07;450046623;0.725;134.0;1.0014;31.0;9.3
2024-07-18T09:10:29.271741+UTC;10.6;6;0.111;3.26;0.64;2.2;0.66;3374621759;0.48;20.0;0.997;6.0;11.7
2024-07-18T09:10:29.271741+UTC;7.0;5;0.091;3.44;0.12;1.9;0.48;1193856402;0.58;124.0;0.9956;34.0;10.5
2024-07-18T09:10:29.271741+UTC;11.9;6;0.121;3.24;0.51;2.0;0.76;3220125643;0.38;20.0;0.9996;7.0;10.4
2024-07-18T09:10:29.271741+UTC;6.8;5;0.066;3.62;0.0;1.8;0.68;1093634861;0.77;52.0;0.9976;34.0;9.9
2024-07-18T09:10:29.271741+UTC;9.5;7;0.089;3.28;0.33;2.4;0.73;49110135;0.56;67.0;0.9972;35.0;11.8
2024-07-18T09:10:29.271741+UTC;6.6;7;0.059;3.52;0.03;2.3;0.56;2980477426;0.84;48.0;0.9952;32.0;12.3
2024-07-18T09:10:29.271741+UTC;7.7;5;0.047;3.36;0.2;2.0;0.44;96936254;0.96;60.0;0.9955;15.0;10.9
2024-07-18T09:10:29.271741+UTC;10.5;7;0.066;3.15;0.47;2.1;0.9;1127948291;0.24;24.0;0.9978;6.0;11.0
2024-07-18T09:10:29.271741+UTC;7.7;5;0.047;3.36;0.2;2.0;0.44;96936254;0.96;60.0;0.9955;15.0;10.9
2024-07-18T09:10:29.271741+UTC;6.6;7;0.059;3.52;0.03;2.3;0.56;2980477426;0.84;48.0;0.9952;32.0;12.3
2024-07-18T09:10:29.271741+UTC;6.4;6;0.045;3.49;0.08;2.1;0.49;2801048796;0.67;48.0;0.9949;19.0;11.4
2024-07-18T09:10:29.271741+UTC;9.5;6;0.077;3.26;0.22;1.9;0.56;4201573527;0.78;32.0;0.9988;6.0;10.6
2024-07-18T09:10:29.271741+UTC;9.1;5;0.07;3.24;0.33;1.3;0.6;2900618531;0.52;30.0;0.9978;9.0;9.3
2024-07-18T09:10:29.271741+UTC;12.8;6;0.088;3.1;0.63;2.4;0.6;2015001670;0.84;35.0;0.9997;13.0;10.4
2024-07-18T09:10:29.271741+UTC;10.5;7;0.066;3.15;0.47;2.1;0.9;1127948291;0.24;24.0;0.9978;6.0;11.0
2024-07-18T09:10:29.271741+UTC;7.8;5;0.074;3.25;0.35;2.2;0.56;3408382402;0.55;66.0;0.9974;21.0;9.2
2024-07-18T09:10:29.271741+UTC;11.9;6;0.078;3.0;0.69;2.3;0.65;1636490711;0.37;24.0;0.9958;12.0;12.8
2024-07-18T09:10:29.271741+UTC;12.3;5;0.091;3.16;0.63;2.3;0.49;3114071203;0.39;18.0;1.0004;6.0;9.5
2024-07-18T09:10:29.271741+UTC;10.4;6;0.076;3.15;0.55;3.2;0.89;4121671706;0.41;54.0;0.9996;22.0;9.9
2024-07-18T09:10:29.271741+UTC;12.3;5;0.091;3.16;0.63;2.3;0.49;3114071203;0.39;18.0;1.0004;6.0;9.5
2024-07-18T09:10:29.271741+UTC;8.0;6;0.06;3.26;0.3;2.0;0.56;3996991056;0.67;62.0;0.9958;38.0;10.2
2024-07-18T09:10:29.271741+UTC;11.1;6;0.066;3.17;0.73;3.2;0.66;3536890947;0.45;22.0;0.9986;6.0;11.2
2024-07-18T09:10:29.271741+UTC;10.4;6;0.076;3.15;0.55;3.2;0.89;4121671706;0.41;54.0;0.9996;22.0;9.9
2024-07-18T09:10:29.271741+UTC;7.0;5;0.062;3.08;0.18;1.5;0.6;2307296017;0.62;50.0;0.9951;7.0;9.3
2024-07-18T09:10:29.271741+UTC;12.6;8;0.072;2.88;0.72;2.2;0.82;1574742102;0.31;29.0;0.9987;6.0;9.8
2024-07-18T09:10:29.271741+UTC;11.9;6;0.068;3.06;0.65;2.15;0.68;2507768088;0.4;27.0;0.9988;7.0;11.3
2024-07-18T09:10:29.271741+UTC;15.6;7;0.1;2.95;0.76;3.7;0.68;4113444629;0.685;43.0;1.0032;6.0;11.2
2024-07-18T09:10:29.271741+UTC;10.0;7;0.077;3.23;0.49;2.7;0.63;1191443774;0.44;19.0;0.9963;11.0;11.6
2024-07-18T09:10:29.271741+UTC;5.3;7;0.054;3.57;0.01;1.7;0.84;4246110078;0.57;27.0;0.9934;5.0;12.5
2024-07-18T09:10:29.271741+UTC;9.5;6;0.079;3.23;0.1;2.1;0.56;4074840077;0.735;31.0;0.9986;6.0;10.1
2024-07-18T09:10:29.271741+UTC;12.5;5;0.081;3.1;0.6;2.6;0.73;3689313013;0.38;72.0;0.9996;31.0;10.5
2024-07-18T09:10:29.271741+UTC;9.3;5;0.127;3.22;0.29;2.1;0.72;1799885053;0.48;16.0;0.9968;6.0;11.2
2024-07-18T09:10:29.271741+UTC;8.6;6;0.1;3.2;0.22;2.0;0.56;3641182617;0.53;27.0;0.9967;7.0;10.2
2024-07-18T09:10:29.271741+UTC;11.9;6;0.095;3.1;0.69;2.8;0.61;827917120;0.39;35.0;0.9994;17.0;10.8
2024-07-18T09:10:29.271741+UTC;11.9;6;0.095;3.1;0.69;2.8;0.61;827917120;0.39;35.0;0.9994;17.0;10.8
2024-07-18T09:10:29.271741+UTC;8.4;6;0.413;3.06;0.53;1.8;1.06;516830370;0.37;26.0;0.9979;9.0;9.1
2024-07-18T09:10:29.271741+UTC;6.8;6;0.084;3.44;0.03;1.7;0.63;2205558936;0.56;35.0;0.9968;18.0;10.0
2024-07-18T09:10:29.271741+UTC;10.4;7;0.084;3.26;0.63;2.8;0.74;282779713;0.33;22.0;0.9998;5.0;11.2
2024-07-18T09:10:29.271741+UTC;7.0;5;0.063;3.5;0.4;1.6;0.63;1345190142;0.23;67.0;0.9952;21.0;11.1
2024-07-18T09:10:29.271741+UTC;11.3;8;0.086;3.22;0.67;5.2;0.69;3532670989;0.62;19.0;0.9988;6.0;13.4
2024-07-18T09:10:29.271741+UTC;8.9;5;0.095;3.37;0.39;2.3;0.58;2855787386;0.59;22.0;0.9986;5.0;10.3
2024-07-18T09:10:29.271741+UTC;9.2;5;0.097;3.28;0.21;2.7;0.58;1272485269;0.63;65.0;0.9988;29.0;9.6
2024-07-18T09:10:29.271741+UTC;10.4;7;0.084;3.26;0.63;2.8;0.74;282779713;0.33;22.0;0.9998;5.0;11.2
2024-07-18T09:10:29.271741+UTC;11.6;3;0.074;3.25;0.66;2.2;0.57;3750074373;0.58;47.0;1.0008;10.0;9.0
2024-07-18T09:10:29.271741+UTC;9.2;6;0.083;3.35;0.52;2.3;0.61;830951651;0.43;23.0;0.9976;14.0;11.3
2024-07-18T09:10:29.271741+UTC;8.3;5;0.087;3.26;0.22;2.6;0.61;2890602882;0.615;19.0;0.9982;6.0;9.3
2024-07-18T09:10:29.271741+UTC;11.0;5;0.085;3.18;0.68;2.55;0.61;3180090636;0.26;25.0;0.997;10.0;11.8
2024-07-18T09:10:29.271741+UTC;8.1;5;0.098;3.08;0.7;2.2;0.53;3580711272;0.66;129.0;0.9972;25.0;9.0
2024-07-18T09:10:29.271741+UTC;11.5;6;0.084;2.98;0.54;2.1;0.7;2930378093;0.315;15.0;0.9987;5.0;9.2
2024-07-18T09:10:29.271741+UTC;10.0;5;0.098;3.48;0.4;2.9;0.91;3333313121;0.29;26.0;1.0006;10.0;9.7
2024-07-18T09:10:29.271741+UTC;10.3;6;0.069;3.16;0.42;2.0;0.72;3866987313;0.5;51.0;0.9982;21.0;11.5
2024-07-18T09:10:29.271741+UTC;8.8;6;0.065;3.32;0.45;2.6;0.79;2025134341;0.46;18.0;0.9947;7.0;14.0
2024-07-18T09:10:29.271741+UTC;11.4;6;0.09;3.17;0.69;2.1;0.62;1798889618;0.36;21.0;1.0;6.0;9.2
2024-07-18T09:10:29.271741+UTC;8.7;5;0.07;3.2;0.02;1.2;0.58;1386792597;0.82;48.0;0.9952;36.0;9.8
2024-07-18T09:10:29.271741+UTC;13.0;5;0.093;3.05;0.65;2.6;0.61;1745861773;0.32;47.0;0.9996;15.0;10.6
2024-07-18T09:10:29.271741+UTC;9.6;6;0.081;3.2;0.42;2.4;0.71;22488102;0.54;52.0;0.997;25.0;11.4
2024-07-18T09:10:29.271741+UTC;12.5;6;0.083;3.15;0.55;2.6;0.82;3874925396;0.37;68.0;0.9995;25.0;10.4
2024-07-18T09:10:29.271741+UTC;9.9;5;0.062;3.26;0.55;2.1;0.79;4258463675;0.35;14.0;0.9971;5.0;10.6
2024-07-18T09:10:29.271741+UTC;10.5;6;0.08;3.2;0.51;1.7;0.89;3689928182;0.28;24.0;0.9982;10.0;9.4
2024-07-18T09:10:29.271741+UTC;9.6;5;0.087;3.14;0.24;2.2;0.6;2861759522;0.68;28.0;0.9988;5.0;10.2
2024-07-18T09:10:29.271741+UTC;9.3;5;0.091;3.28;0.41;2.0;0.7;649989677;0.27;16.0;0.998;6.0;9.7
2024-07-18T09:10:29.271741+UTC;10.4;6;0.075;3.18;0.49;1.8;1.06;1373589176;0.24;20.0;0.9977;6.0;11.0
2024-07-18T09:10:29.271741+UTC;9.6;5;0.087;3.14;0.24;2.2;0.6;2861759522;0.68;28.0;0.9988;5.0;10.2
2024-07-18T09:10:29.271741+UTC;9.4;6;0.077;3.19;0.11;2.7;0.7;3366246849;0.685;31.0;0.9984;6.0;10.1
2024-07-18T09:10:29.271741+UTC;10.6;5;0.069;3.12;0.39;15.5;0.66;1209414806;0.28;23.0;1.0026;6.0;9.2
2024-07-18T09:10:29.271741+UTC;9.4;8;0.08;3.15;0.56;2.8;0.92;227477760;0.3;17.0;0.9964;6.0;11.7
2024-07-18T09:10:29.271741+UTC;10.6;5;0.152;3.04;0.59;2.2;1.05;4157817569;0.36;18.0;0.9986;6.0;9.4
2024-07-18T09:10:29.271741+UTC;10.6;5;0.152;3.04;0.6;2.2;1.06;3248427798;0.36;18.0;0.9986;7.0;9.4
2024-07-18T09:10:29.271741+UTC;10.6;6;0.114;3.06;0.68;4.1;0.66;2685684264;0.44;24.0;0.997;6.0;13.4
2024-07-18T09:10:29.271741+UTC;10.2;5;0.054;3.17;0.39;1.9;0.47;3551291563;0.67;17.0;0.9976;6.0;10.0
2024-07-18T09:10:29.271741+UTC;10.2;5;0.054;3.17;0.39;1.9;0.47;3551291563;0.67;17.0;0.9976;6.0;10.0
2024-07-18T09:10:29.271741+UTC;10.2;6;0.053;3.17;0.36;1.8;0.42;2901344618;0.645;14.0;0.9982;5.0;10.0
2024-07-18T09:10:29.271741+UTC;11.6;7;0.081;3.32;0.55;2.8;0.92;1375877887;0.32;67.0;1.0002;35.0;10.8
2024-07-18T09:10:29.271741+UTC;9.3;6;0.073;3.34;0.4;2.6;0.75;1083051044;0.39;26.0;0.9984;10.0;10.2
2024-07-18T09:10:29.271741+UTC;9.3;6;0.078;3.31;0.27;2.8;0.67;3238234587;0.775;56.0;0.9984;24.0;10.6
2024-07-18T09:10:29.271741+UTC;9.2;7;0.055;3.34;0.5;2.5;0.79;4029124266;0.41;25.0;0.9952;12.0;13.3
2024-07-18T09:10:29.271741+UTC;8.9;7;0.052;3.32;0.51;2.6;0.9;1010722813;0.4;27.0;0.995;13.0;13.4
2024-07-18T09:10:29.271741+UTC;8.7;6;0.086;3.48;0.31;3.0;0.74;2825937659;0.69;81.0;1.0002;23.0;11.6
2024-07-18T09:10:29.271741+UTC;6.5;6;0.051;3.44;0.23;8.3;0.55;2294430713;0.39;91.0;0.9952;28.0;12.1
2024-07-18T09:10:29.271741+UTC;10.7;8;0.07;3.15;0.53;2.6;0.65;3697487043;0.35;16.0;0.9972;5.0;11.0
2024-07-18T09:10:29.271741+UTC;7.8;6;0.081;3.43;0.25;1.9;0.65;4185743247;0.52;38.0;0.9984;14.0;9.0
2024-07-18T09:10:29.271741+UTC;7.2;5;0.09;3.32;0.32;2.5;0.79;23259443;0.34;113.0;0.9966;43.0;11.1
2024-07-18T09:10:29.271741+UTC;10.7;8;0.07;3.15;0.53;2.6;0.65;3697487043;0.35;16.0;0.9972;5.0;11.0
2024-07-18T09:10:29.271741+UTC;8.7;6;0.086;3.48;0.31;3.0;0.74;2825937659;0.69;81.0;1.0002;23.0;11.6
2024-07-18T09:10:29.271741+UTC;7.8;6;0.081;3.43;0.25;1.9;0.65;4185743247;0.52;38.0;0.9984;14.0;9.0
2024-07-18T09:10:29.271741+UTC;10.4;7;0.074;3.17;0.73;6.55;0.85;592532240;0.44;76.0;0.999;38.0;12.0
2024-07-18T09:10:29.271741+UTC;10.4;7;0.074;3.17;0.73;6.55;0.85;592532240;0.44;76.0;0.999;38.0;12.0
2024-07-18T09:10:29.271741+UTC;10.5;7;0.078;3.18;0.47;1.9;1.04;2866354547;0.26;24.0;0.9976;6.0;10.9
2024-07-18T09:10:29.271741+UTC;10.5;7;0.077;3.21;0.42;1.8;1.05;2204680627;0.24;22.0;0.9976;6.0;10.8
2024-07-18T09:10:29.271741+UTC;10.2;7;0.072;3.16;0.63;2.9;0.78;1126046868;0.49;26.0;0.9968;10.0;12.5
2024-07-18T09:10:29.271741+UTC;10.4;7;0.075;3.25;0.46;1.8;1.02;2553835051;0.24;21.0;0.9976;6.0;10.8
2024-07-18T09:10:29.271741+UTC;11.2;6;0.084;3.17;0.55;2.3;0.71;4163549648;0.67;13.0;1.0;6.0;9.5
2024-07-18T09:10:29.271741+UTC;10.0;6;0.09;3.18;0.31;2.2;0.63;41890351;0.59;62.0;0.9994;26.0;10.2
2024-07-18T09:10:29.271741+UTC;13.3;7;0.084;3.04;0.75;2.8;0.68;2128285861;0.29;43.0;0.9986;23.0;11.4
2024-07-18T09:10:29.271741+UTC;12.4;5;0.073;3.02;0.49;4.6;0.61;3768209302;0.42;43.0;0.9978;19.0;9.5
2024-07-18T09:10:29.271741+UTC;10.0;6;0.09;3.18;0.31;2.2;0.63;41890351;0.59;62.0;0.9994;26.0;10.2
2024-07-18T09:10:29.271741+UTC;10.7;6;0.125;3.03;0.48;2.1;0.81;832482365;0.4;49.0;0.998;15.0;9.7
2024-07-18T09:10:29.271741+UTC;10.5;7;0.107;3.09;0.64;2.4;0.66;2130308371;0.51;15.0;0.9973;6.0;11.8
2024-07-18T09:10:29.271741+UTC;10.5;7;0.107;3.09;0.64;2.4;0.66;2130308371;0.51;15.0;0.9973;6.0;11.8
2024-07-18T09:10:29.271741+UTC;8.5;5;0.122;3.31;0.49;6.1;1.14;4106385994;0.655;151.0;1.001;34.0;9.3
2024-07-18T09:10:29.271741+UTC;12.5;6;0.1;3.25;0.49;4.3;0.74;1263078908;0.6;14.0;1.001;5.0;11.9
2024-07-18T09:10:29.271741+UTC;10.4;3;0.2;3.16;0.49;2.1;0.63;4288571503;0.61;16.0;0.9994;5.0;8.4
2024-07-18T09:10:29.271741+UTC;10.9;6;0.088;3.22;0.49;2.8;0.68;3891076183;0.21;32.0;0.9972;11.0;11.7
2024-07-18T09:10:29.271741+UTC;7.3;5;0.088;3.36;0.49;2.5;0.78;1615762132;0.365;106.0;0.9966;39.0;11.0
2024-07-18T09:10:29.271741+UTC;9.8;6;0.088;3.42;0.49;2.7;0.9;1779861762;0.25;33.0;0.9982;15.0;10.0
2024-07-18T09:10:29.271741+UTC;7.6;5;0.088;3.48;0.49;2.0;0.64;797799188;0.41;43.0;0.998;16.0;9.1
2024-07-18T09:10:29.271741+UTC;8.2;5;0.099;3.38;0.49;2.3;0.99;3657900083;0.39;133.0;0.9979;47.0;9.8
2024-07-18T09:10:29.271741+UTC;9.3;5;0.085;3.22;0.49;2.5;0.55;3170111421;0.4;142.0;0.9978;38.0;9.4
2024-07-18T09:10:29.271741+UTC;9.2;5;0.086;3.23;0.49;2.4;0.64;2065625523;0.43;116.0;0.9976;23.0;9.5
2024-07-18T09:10:29.271741+UTC;10.4;5;0.105;3.24;0.24;2.8;0.67;4136556528;0.64;53.0;0.9998;29.0;9.9
2024-07-18T09:10:29.271741+UTC;7.3;5;0.088;3.36;0.49;2.5;0.78;1615762132;0.365;106.0;0.9966;39.0;11.0
2024-07-18T09:10:29.271741+UTC;7.0;6;0.097;3.39;0.49;2.5;0.77;1300530758;0.38;85.0;0.9962;33.0;11.4
2024-07-18T09:10:29.271741+UTC;8.2;6;0.084;3.34;0.49;2.6;0.75;2236467924;0.42;55.0;0.9988;32.0;8.7
2024-07-18T09:10:29.271741+UTC;9.9;5;0.077;3.09;0.24;2.4;0.57;4136723138;0.63;33.0;0.9974;6.0;9.4
2024-07-18T09:10:29.271741+UTC;9.1;6;0.078;3.41;0.24;2.1;0.87;3521298349;0.22;28.0;0.999;1.0;10.3
2024-07-18T09:10:29.271741+UTC;11.9;5;0.098;3.16;0.49;2.7;0.61;2374434601;0.38;42.0;1.0004;12.0;10.3
2024-07-18T09:10:29.271741+UTC;11.9;5;0.098;3.16;0.49;2.7;0.61;2374434601;0.38;42.0;1.0004;12.0;10.3
2024-07-18T09:10:29.271741+UTC;10.3;6;0.072;3.22;0.24;2.1;0.66;3860240789;0.27;33.0;0.9956;15.0;12.8
2024-07-18T09:10:29.271741+UTC;10.0;6;0.102;3.28;0.24;2.7;0.56;2814432072;0.48;32.0;1.0;13.0;10.0
2024-07-18T09:10:29.271741+UTC;9.1;6;0.078;3.41;0.24;2.1;0.87;3521298349;0.22;28.0;0.999;1.0;10.3
2024-07-18T09:10:29.271741+UTC;9.9;5;0.077;3.09;0.24;2.4;0.57;4136723138;0.63;33.0;0.9974;6.0;9.4
2024-07-18T09:10:29.271741+UTC;8.1;6;0.084;3.37;0.24;2.1;0.77;3560956352;0.825;13.0;0.9972;5.0;10.7
2024-07-18T09:10:29.271741+UTC;12.9;7;0.066;3.2;0.49;5.8;0.66;3183074346;0.35;35.0;1.0014;5.0;12.0
2024-07-18T09:10:29.271741+UTC;11.2;5;0.1;3.22;0.74;5.15;0.62;3725801879;0.5;17.0;0.9996;5.0;11.2
2024-07-18T09:10:29.271741+UTC;9.2;5;0.101;3.26;0.24;3.3;0.67;3592678872;0.59;47.0;0.9988;20.0;9.6
2024-07-18T09:10:29.271741+UTC;9.5;6;0.064;3.21;0.49;6.3;0.73;55901322;0.46;17.0;0.9988;5.0;11.0
2024-07-18T09:10:29.271741+UTC;9.3;5;0.07;3.12;0.24;2.1;0.59;2884329345;0.715;20.0;0.9966;5.0;9.9
2024-07-18T09:10:29.271741+UTC;11.2;6;0.085;3.06;0.24;2.5;0.72;1240283875;0.66;53.0;0.9993;16.0;11.0
2024-07-18T09:10:29.271741+UTC;14.3;6;0.075;2.86;0.74;1.8;0.79;3732007413;0.31;15.0;1.0008;6.0;8.4
2024-07-18T09:10:29.271741+UTC;9.1;5;0.094;3.08;0.49;2.6;0.59;1041397686;0.47;106.0;0.9982;38.0;9.1
2024-07-18T09:10:29.271741+UTC;7.5;6;0.078;3.45;0.24;2.0;0.78;4186574118;0.55;28.0;0.9983;10.0;9.5
2024-07-18T09:10:29.271741+UTC;10.6;6;0.067;3.26;0.49;2.5;0.86;2030805944;0.31;21.0;0.9987;6.0;10.7
2024-07-18T09:10:29.271741+UTC;12.4;6;0.079;3.12;0.49;2.6;0.75;1140245097;0.35;69.0;0.9994;27.0;10.4
2024-07-18T09:10:29.271741+UTC;9.0;6;0.171;3.27;0.49;1.9;0.61;985910703;0.53;25.0;0.9975;6.0;9.4
2024-07-18T09:10:29.271741+UTC;6.8;6;0.074;3.33;0.01;2.1;0.56;2096889962;0.51;25.0;0.9958;9.0;9.5
2024-07-18T09:10:29.271741+UTC;9.4;6;0.092;3.19;0.24;2.8;0.73;2249276011;0.43;45.0;0.998;14.0;10.0
2024-07-18T09:10:29.271741+UTC;9.5;6;0.092;3.12;0.24;2.7;0.74;1921820883;0.46;44.0;0.998;14.0;10.0
2024-07-18T09:10:29.271741+UTC;5.0;5;0.05;3.74;0.24;1.6;0.62;2904201988;1.04;96.0;0.9934;32.0;11.5
2024-07-18T09:10:29.271741+UTC;15.5;5;0.095;2.92;0.49;4.2;0.74;3944149144;0.645;23.0;1.00315;10.0;11.1
2024-07-18T09:10:29.271741+UTC;15.5;5;0.095;2.92;0.49;4.2;0.74;3944149144;0.645;23.0;1.00315;10.0;11.1
2024-07-18T09:10:29.271741+UTC;10.9;6;0.118;3.07;0.49;4.6;0.56;3420299745;0.53;17.0;1.0002;10.0;11.7
2024-07-18T09:10:29.271741+UTC;15.6;5;0.095;2.92;0.49;4.2;0.74;139288638;0.645;23.0;1.00315;10.0;11.1
2024-07-18T09:10:29.271741+UTC;10.9;6;0.118;3.07;0.49;4.6;0.56;3420299745;0.53;17.0;1.0002;10.0;11.7
2024-07-18T09:10:29.271741+UTC;13.0;6;0.085;3.3;0.49;4.3;0.68;1681310510;0.47;47.0;1.0021;6.0;12.7
2024-07-18T09:10:29.271741+UTC;12.7;5;0.075;3.14;0.49;2.8;0.57;1631967324;0.6;19.0;0.9994;5.0;11.4
2024-07-18T09:10:29.271741+UTC;9.0;5;0.078;3.23;0.49;2.4;0.58;220848003;0.44;121.0;0.9978;26.0;9.2
2024-07-18T09:10:29.271741+UTC;9.0;5;0.094;3.08;0.49;2.9;0.61;2484861285;0.54;110.0;0.9982;41.0;9.2
2024-07-18T09:10:29.271741+UTC;7.6;6;0.092;3.31;0.49;2.7;0.61;1786302561;0.29;60.0;0.9971;25.0;10.1
2024-07-18T09:10:29.271741+UTC;13.0;6;0.085;3.3;0.49;4.3;0.68;1681310510;0.47;47.0;1.0021;6.0;12.7
2024-07-18T09:10:29.271741+UTC;12.7;5;0.075;3.14;0.49;2.8;0.57;1631967324;0.6;19.0;0.9994;5.0;11.4
2024-07-18T09:10:29.271741+UTC;8.7;6;0.226;3.32;0.24;2.5;0.6;4152923282;0.7;15.0;0.9991;5.0;9.0
2024-07-18T09:10:29.271741+UTC;8.7;6;0.226;3.32;0.24;2.5;0.6;4152923282;0.7;15.0;0.9991;5.0;9.0
2024-07-18T09:10:29.271741+UTC;9.8;6;0.25;3.31;0.49;2.6;0.79;3536776369;0.5;20.0;0.999;5.0;10.7
2024-07-18T09:10:29.271741+UTC;6.2;6;0.095;3.57;0.24;2.2;0.57;2022983922;0.36;42.0;0.9946;19.0;11.7
2024-07-18T09:10:29.271741+UTC;11.5;6;0.07;3.32;0.49;3.3;0.91;4256441692;0.35;37.0;1.0003;10.0;11.0
2024-07-18T09:10:29.271741+UTC;6.2;6;0.095;3.57;0.24;2.2;0.57;2022983922;0.36;42.0;0.9946;19.0;11.7
2024-07-18T09:10:29.271741+UTC;10.2;5;0.075;3.14;0.49;2.4;0.61;508779743;0.24;28.0;0.9978;10.0;10.4
2024-07-18T09:10:29.271741+UTC;10.5;4;0.07;3.3;0.49;2.1;0.56;2532104349;0.59;47.0;0.9991;14.0;9.6
2024-07-18T09:10:29.271741+UTC;10.6;6;0.078;3.19;0.49;3.2;0.7;2362852676;0.34;78.0;0.9992;20.0;10.0
2024-07-18T09:10:29.271741+UTC;12.3;6;0.079;3.2;0.49;3.1;0.8;2890843105;0.27;46.0;0.9993;28.0;10.2
2024-07-18T09:10:29.271741+UTC;9.9;4;0.103;3.34;0.24;2.3;0.52;2744649322;0.5;14.0;0.9978;6.0;10.0
2024-07-18T09:10:29.271741+UTC;8.8;5;0.083;3.3;0.49;2.8;0.6;2976320294;0.44;111.0;0.9982;18.0;9.5
2024-07-18T09:10:29.271741+UTC;8.8;5;0.085;3.29;0.49;2.9;0.6;2222197251;0.47;110.0;0.9982;17.0;9.8
2024-07-18T09:10:29.271741+UTC;10.6;6;0.063;3.14;0.49;2.2;0.51;2885974532;0.31;40.0;0.9976;18.0;9.8
