loaded_at;fixed acidity;quality;chlorides;pH;citric acid;residual sugar;sulphates;wine_id;volatile acidity;total sulfur dioxide;density;free sulfur dioxide;alcohol
2024-07-18T09:09:49.024145+UTC;5.2;6;0.028;3.24;0.29;1.1;0.54;3157588128;0.28;69.0;0.99168;18.0;10.0
2024-07-18T09:09:49.024145+UTC;7.5;6;0.029;3.03;0.31;6.5;0.38;1703616687;0.18;160.0;0.99276;53.0;10.9
2024-07-18T09:09:49.024145+UTC;7.5;7;0.027;3.15;0.3;4.6;0.38;1219066173;0.26;92.0;0.99085;29.0;12.0
2024-07-18T09:09:49.024145+UTC;8.2;5;0.043;2.99;0.64;13.9;0.8;2407884101;0.37;171.0;0.99873;22.0;9.3
2024-07-18T09:09:49.024145+UTC;7.6;7;0.03;3.22;0.27;5.2;0.62;503656360;0.4;101.0;0.99172;32.0;12.3
2024-07-18T09:09:49.024145+UTC;7.5;6;0.038;3.45;0.25;1.7;0.56;1585788775;0.26;129.0;0.99312;29.0;10.4
2024-07-18T09:09:49.024145+UTC;7.5;6;0.029;3.03;0.31;6.5;0.38;1703616687;0.18;160.0;0.99276;53.0;10.9
2024-07-18T09:09:49.024145+UTC;6.9;5;0.045;3.22;0.32;16.4;0.42;3592245830;0.23;153.0;0.9972;62.0;10.5
2024-07-18T09:09:49.024145+UTC;5.3;6;0.036;3.41;0.31;3.6;0.5;1484949857;0.2;91.0;0.99278;22.0;9.8
2024-07-18T09:09:49.024145+UTC;6.5;6;0.041;3.06;0.31;1.5;0.46;325465749;0.17;121.0;0.99092;34.0;10.5
2024-07-18T09:09:49.024145+UTC;6.5;6;0.051;3.16;0.28;12.4;0.51;130637762;0.35;213.0;0.9962;86.0;9.9
2024-07-18T09:09:49.024145+UTC;6.5;7;0.035;3.27;0.31;1.7;0.69;2647611550;0.29;79.0;0.99053;24.0;11.4
2024-07-18T09:09:49.024145+UTC;6.8;5;0.06;3.18;0.22;6.2;0.51;231984804;0.3;190.0;0.99858;41.0;9.2
2024-07-18T09:09:49.024145+UTC;7.9;5;0.051;3.09;0.36;6.2;0.53;2853796086;0.51;173.0;0.9984;30.0;9.7
2024-07-18T09:09:49.024145+UTC;7.9;5;0.049;3.09;0.34;2.6;0.51;2227347242;0.51;135.0;0.99335;13.0;10.0
2024-07-18T09:09:49.024145+UTC;6.5;7;0.035;3.27;0.31;1.7;0.69;2647611550;0.29;79.0;0.99053;24.0;11.4
2024-07-18T09:09:49.024145+UTC;7.1;6;0.048;3.13;0.28;9.3;0.49;2907295573;0.29;141.0;0.9949;50.0;10.3
2024-07-18T09:09:49.024145+UTC;6.5;6;0.051;3.16;0.28;12.4;0.51;130637762;0.35;213.0;0.9962;86.0;9.9
2024-07-18T09:09:49.024145+UTC;6.5;6;0.041;3.06;0.31;1.5;0.46;325465749;0.17;121.0;0.99092;34.0;10.5
2024-07-18T09:09:49.024145+UTC;7.4;7;0.047;3.16;0.28;9.1;0.47;3974083448;0.2;95.0;0.99532;29.0;9.8
2024-07-18T09:09:49.024145+UTC;6.9;5;0.067;3.19;0.42;12.0;0.34;3630645030;0.615;131.0;0.99727;24.0;9.3
2024-07-18T09:09:49.024145+UTC;6.8;7;0.034;3.08;0.28;4.8;0.47;2862347486;0.32;100.0;0.99026;25.0;12.4
2024-07-18T09:09:49.024145+UTC;6.3;6;0.048;3.16;0.19;12.3;0.42;9314890;0.2;145.0;0.99668;54.0;9.3
2024-07-18T09:09:49.024145+UTC;6.9;5;0.067;3.19;0.42;12.0;0.34;3630645030;0.615;131.0;0.99727;24.0;9.3
2024-07-18T09:09:49.024145+UTC;8.0;6;0.048;3.26;0.28;2.7;0.72;3967946226;0.23;165.0;0.9952;49.0;9.5
2024-07-18T09:09:49.024145+UTC;6.7;6;0.034;3.08;0.33;3.6;0.4;1509366442;0.27;45.0;0.99144;9.0;10.5
2024-07-18T09:09:49.024145+UTC;6.7;6;0.034;3.08;0.33;3.6;0.4;1509366442;0.27;45.0;0.99144;9.0;10.5
2024-07-18T09:09:49.024145+UTC;6.7;7;0.032;3.26;0.22;4.3;0.53;2745026764;0.44;99.0;0.99015;19.0;12.8
2024-07-18T09:09:49.024145+UTC;7.0;6;0.045;2.99;0.3;1.8;0.45;1039500421;0.34;142.0;0.9914;44.0;10.8
2024-07-18T09:09:49.024145+UTC;7.3;6;0.057;3.1;0.33;11.8;0.55;3377587693;0.26;127.0;0.99693;48.0;10.0
2024-07-18T09:09:49.024145+UTC;5.8;8;0.045;3.38;0.34;1.8;0.9;3700843846;0.17;170.0;0.99035;96.0;11.8
2024-07-18T09:09:49.024145+UTC;7.3;6;0.057;3.1;0.33;11.8;0.55;3377587693;0.26;127.0;0.99693;48.0;10.0
2024-07-18T09:09:49.024145+UTC;5.8;8;0.045;3.38;0.34;1.8;0.9;3700843846;0.17;170.0;0.99035;96.0;11.8
2024-07-18T09:09:49.024145+UTC;6.8;6;0.036;3.19;0.36;1.4;0.66;549704070;0.17;108.0;0.99006;38.0;12.0
2024-07-18T09:09:49.024145+UTC;7.1;6;0.025;3.18;0.3;6.6;0.46;1480483434;0.43;138.0;0.99126;15.0;12.6
2024-07-18T09:09:49.024145+UTC;5.8;8;0.026;3.37;0.27;1.55;0.4;3803428947;0.315;70.0;0.98994;15.0;11.9
2024-07-18T09:09:49.024145+UTC;5.9;5;0.027;3.13;0.28;0.7;0.32;2116511027;0.17;28.0;0.98985;5.0;10.6
2024-07-18T09:09:49.024145+UTC;6.6;5;0.082;3.42;0.18;6.4;0.48;3713887499;0.34;240.0;0.9971;47.0;9.2
2024-07-18T09:09:49.024145+UTC;8.6;6;0.059;3.17;0.34;11.8;0.52;3413282182;0.33;240.0;0.99882;42.0;10.0
2024-07-18T09:09:49.024145+UTC;5.6;5;0.038;3.36;0.26;4.3;0.46;1335504087;0.12;97.0;0.99477;18.0;9.2
2024-07-18T09:09:49.024145+UTC;5.8;6;0.039;3.36;0.26;5.1;0.47;3750176573;0.13;103.0;0.99478;19.0;9.3
2024-07-18T09:09:49.024145+UTC;7.7;6;0.055;3.24;0.35;5.8;0.54;1081494615;0.18;144.0;0.99576;25.0;10.2
2024-07-18T09:09:49.024145+UTC;7.7;6;0.054;3.25;0.36;5.9;0.54;4155398389;0.16;148.0;0.99578;25.0;10.2
2024-07-18T09:09:49.024145+UTC;6.0;5;0.06;3.14;0.15;1.3;0.51;3484277227;0.26;154.0;0.99354;51.0;8.7
2024-07-18T09:09:49.024145+UTC;7.3;5;0.05;3.24;0.35;1.4;0.42;658150981;0.32;163.0;0.99244;8.0;10.7
2024-07-18T09:09:49.024145+UTC;7.7;6;0.048;3.18;0.34;1.2;0.34;2752682116;0.3;119.0;0.99084;4.0;12.1
2024-07-18T09:09:49.024145+UTC;7.9;6;0.05;3.12;0.3;7.4;0.37;2966438565;0.16;152.0;0.99612;58.0;9.5
2024-07-18T09:09:49.024145+UTC;6.4;6;0.028;3.18;0.29;10.8;0.37;3857042410;0.27;118.0;0.99356;17.0;11.2
2024-07-18T09:09:49.024145+UTC;6.9;6;0.034;2.93;0.37;1.8;0.59;43922509;0.16;95.0;0.98952;36.0;12.0
2024-07-18T09:09:49.024145+UTC;7.9;6;0.05;3.12;0.3;7.4;0.37;2966438565;0.16;152.0;0.99612;58.0;9.5
2024-07-18T09:09:49.024145+UTC;7.7;6;0.048;3.18;0.34;1.2;0.34;2752682116;0.3;119.0;0.99084;4.0;12.1
2024-07-18T09:09:49.024145+UTC;7.3;5;0.05;3.24;0.35;1.4;0.42;658150981;0.32;163.0;0.99244;8.0;10.7
2024-07-18T09:09:49.024145+UTC;6.4;7;0.048;3.26;0.44;14.4;0.54;3297212831;0.44;228.0;0.99955;29.0;8.8
2024-07-18T09:09:49.024145+UTC;6.3;6;0.052;3.8;0.24;1.7;0.66;2473284949;0.2;135.0;0.99374;36.0;10.8
2024-07-18T09:09:49.024145+UTC;6.2;7;0.026;3.31;0.32;3.6;0.37;3073203326;0.29;138.0;0.9892;39.0;13.1
2024-07-18T09:09:49.024145+UTC;7.6;7;0.035;3.08;0.32;3.6;0.6;885426200;0.39;93.0;0.99144;22.0;12.5
2024-07-18T09:09:49.024145+UTC;7.0;8;0.045;3.09;0.32;10.05;0.33;3014778630;0.36;131.0;0.99352;37.0;11.7
2024-07-18T09:09:49.024145+UTC;7.0;8;0.045;3.09;0.32;10.05;0.33;3014778630;0.36;131.0;0.99352;37.0;11.7
2024-07-18T09:09:49.024145+UTC;7.0;8;0.045;3.09;0.32;10.5;0.33;1673204635;0.36;135.0;0.9935;35.0;11.6
2024-07-18T09:09:49.024145+UTC;7.6;6;0.043;3.29;0.36;1.9;0.54;3474873555;0.2;111.0;0.99237;24.0;11.3
2024-07-18T09:09:49.024145+UTC;7.6;7;0.035;3.08;0.32;3.6;0.6;885426200;0.39;93.0;0.99144;22.0;12.5
2024-07-18T09:09:49.024145+UTC;6.7;5;0.025;3.11;0.37;1.65;0.45;2482761284;0.2;103.0;0.99022;42.0;11.4
2024-07-18T09:09:49.024145+UTC;6.2;5;0.036;3.4;0.34;1.9;0.44;343009351;0.235;117.0;0.99032;4.0;12.2
2024-07-18T09:09:49.024145+UTC;7.8;6;0.074;3.39;0.6;65.8;0.69;2310090578;0.965;160.0;1.03898;8.0;11.7
2024-07-18T09:09:49.024145+UTC;7.1;6;0.053;3.31;0.31;6.85;0.59;3093022758;0.2;211.0;0.99587;32.0;10.4
2024-07-18T09:09:49.024145+UTC;7.1;6;0.053;3.31;0.31;7.4;0.59;4184466484;0.2;211.0;0.99587;32.0;10.4
2024-07-18T09:09:49.024145+UTC;7.1;6;0.053;3.31;0.31;7.4;0.59;4184466484;0.2;211.0;0.99587;32.0;10.4
2024-07-18T09:09:49.024145+UTC;6.4;5;0.083;3.17;0.25;20.2;0.5;1080889270;0.24;157.0;0.99976;35.0;9.1
2024-07-18T09:09:49.024145+UTC;8.0;6;0.034;3.05;0.36;11.0;0.41;3941905796;0.3;70.0;0.99354;8.0;12.2
2024-07-18T09:09:49.024145+UTC;6.4;5;0.083;3.17;0.25;20.2;0.5;1080889270;0.24;157.0;0.99976;35.0;9.1
2024-07-18T09:09:49.024145+UTC;6.9;5;0.066;3.12;0.42;6.2;0.54;2698342939;0.4;176.0;0.99552;41.0;9.4
2024-07-18T09:09:49.024145+UTC;6.9;5;0.065;3.11;0.43;6.2;0.53;1815230576;0.4;178.0;0.99552;42.0;9.4
2024-07-18T09:09:49.024145+UTC;7.1;6;0.053;3.31;0.31;6.85;0.59;3093022758;0.2;211.0;0.99587;32.0;10.4
2024-07-18T09:09:49.024145+UTC;6.6;5;0.047;3.22;0.51;8.0;0.49;2315090050;0.25;189.0;0.99604;61.0;9.2
2024-07-18T09:09:49.024145+UTC;6.8;5;0.046;3.2;0.44;8.2;0.51;3240919322;0.26;183.0;0.99584;52.0;9.4
2024-07-18T09:09:49.024145+UTC;6.5;7;0.033;3.22;0.3;2.2;0.53;542543195;0.37;107.0;0.98894;39.0;13.5
2024-07-18T09:09:49.024145+UTC;6.8;5;0.053;3.07;0.53;10.1;0.4;3367347297;0.35;151.0;0.9963;37.0;9.4
2024-07-18T09:09:49.024145+UTC;6.4;8;0.028;3.13;0.32;7.2;0.55;3160812347;0.22;83.0;0.993;15.0;10.9
2024-07-18T09:09:49.024145+UTC;6.5;7;0.033;3.22;0.3;2.2;0.53;542543195;0.37;107.0;0.98894;39.0;13.5
2024-07-18T09:09:49.024145+UTC;6.8;5;0.053;3.07;0.53;10.1;0.4;3367347297;0.35;151.0;0.9963;37.0;9.4
2024-07-18T09:09:49.024145+UTC;6.9;7;0.036;3.19;0.32;1.6;0.45;1606787399;0.31;114.0;0.99068;34.0;11.4
2024-07-18T09:09:49.024145+UTC;6.7;7;0.036;3.19;0.37;1.3;0.51;626609805;0.16;125.0;0.98964;45.0;12.4
2024-07-18T09:09:49.024145+UTC;6.6;5;0.047;3.22;0.51;8.0;0.49;2315090050;0.25;189.0;0.99604;61.0;9.2
2024-07-18T09:09:49.024145+UTC;6.8;5;0.046;3.2;0.44;8.2;0.51;3240919322;0.26;183.0;0.99584;52.0;9.4
2024-07-18T09:09:49.024145+UTC;5.6;6;0.038;3.3;0.31;5.3;0.39;2537546092;0.15;79.0;0.9923;8.0;10.5
2024-07-18T09:09:49.024145+UTC;5.5;8;0.031;3.26;0.32;14.0;0.38;2506815788;0.15;99.0;0.99437;16.0;11.5
2024-07-18T09:09:49.024145+UTC;6.4;8;0.028;3.13;0.32;7.2;0.55;3160812347;0.22;83.0;0.993;15.0;10.9
2024-07-18T09:09:49.024145+UTC;7.3;6;0.04;3.34;0.26;1.6;0.44;3997008010;0.2;123.0;0.99238;36.0;10.8
2024-07-18T09:09:49.024145+UTC;7.5;5;0.038;3.03;0.71;11.8;0.46;2391866779;0.17;148.0;0.99801;52.0;8.9
2024-07-18T09:09:49.024145+UTC;7.5;5;0.039;3.03;0.72;9.6;0.46;1011254318;0.18;151.0;0.99802;53.0;8.9
2024-07-18T09:09:49.024145+UTC;7.0;6;0.042;3.2;0.48;6.1;0.5;2370005609;0.27;184.0;0.99566;60.0;9.4
2024-07-18T09:09:49.024145+UTC;5.8;7;0.049;3.44;0.31;2.7;0.73;1678733469;0.32;153.0;0.99067;25.0;12.2
2024-07-18T09:09:49.024145+UTC;7.8;7;0.025;2.99;0.31;3.6;0.47;226488888;0.26;100.0;0.99066;22.0;12.1
2024-07-18T09:09:49.024145+UTC;7.4;5;0.03;3.17;0.32;1.7;0.66;3647286449;0.3;128.0;0.9929;23.0;10.9
2024-07-18T09:09:49.024145+UTC;6.7;6;0.026;3.34;0.34;1.6;0.58;2436607936;0.16;109.0;0.9934;27.0;10.1
2024-07-18T09:09:49.024145+UTC;5.8;7;0.049;3.44;0.31;2.7;0.73;1678733469;0.32;153.0;0.99067;25.0;12.2
2024-07-18T09:09:49.024145+UTC;6.7;7;0.032;3.31;0.39;1.0;0.38;1332522668;0.19;71.0;0.98912;14.0;13.0
2024-07-18T09:09:49.024145+UTC;6.6;5;0.038;3.23;0.24;0.9;0.39;3642893360;0.36;72.0;0.99066;15.0;11.0
2024-07-18T09:09:49.024145+UTC;7.2;5;0.052;3.19;0.41;1.6;0.49;2775962697;0.17;126.0;0.99228;24.0;10.8
2024-07-18T09:09:49.024145+UTC;6.7;7;0.032;3.31;0.39;1.0;0.38;1332522668;0.19;71.0;0.98912;14.0;13.0
2024-07-18T09:09:49.024145+UTC;6.0;4;0.052;2.91;0.47;10.6;0.34;3794669373;0.11;148.0;0.9958;69.0;9.3
2024-07-18T09:09:49.024145+UTC;6.0;6;0.042;3.44;0.34;2.0;0.42;4117314934;0.21;123.0;0.99052;63.0;11.4
2024-07-18T09:09:49.024145+UTC;6.7;5;0.152;2.99;0.82;1.2;0.38;640579269;0.325;120.0;0.99312;49.0;9.2
2024-07-18T09:09:49.024145+UTC;6.6;5;0.056;3.5;0.46;6.2;0.6;3629211619;0.4;241.0;0.9968;42.0;9.9
2024-07-18T09:09:49.024145+UTC;6.5;5;0.044;3.22;0.24;9.2;0.44;2131076141;0.2;150.0;0.99502;25.0;10.5
2024-07-18T09:09:49.024145+UTC;7.6;6;0.04;3.06;0.34;5.0;0.48;2866500276;0.27;56.0;0.99084;18.0;12.4
2024-07-18T09:09:49.024145+UTC;7.2;6;0.047;3.18;0.4;6.3;0.53;1352677625;0.26;172.0;0.99573;52.0;9.5
2024-07-18T09:09:49.024145+UTC;6.3;6;0.048;3.16;0.22;3.3;0.5;3567007987;0.25;161.0;0.99256;41.0;10.5
2024-07-18T09:09:49.024145+UTC;6.5;6;0.053;3.23;0.45;8.0;0.48;2369209121;0.22;196.0;0.9959;52.0;9.1
2024-07-18T09:09:49.024145+UTC;6.4;7;0.034;3.38;0.31;1.2;0.35;4271488866;0.14;138.0;0.99084;53.0;11.5
2024-07-18T09:09:49.024145+UTC;6.4;7;0.034;3.38;0.31;1.2;0.35;4271488866;0.14;138.0;0.99084;53.0;11.5
2024-07-18T09:09:49.024145+UTC;7.1;5;0.044;3.17;0.32;16.2;0.37;217335040;0.26;170.0;0.99644;31.0;11.2
2024-07-18T09:09:49.024145+UTC;6.6;5;0.05;3.22;0.34;11.6;0.4;2935916426;0.22;140.0;0.99526;59.0;10.8
2024-07-18T09:09:49.024145+UTC;6.6;5;0.064;3.12;0.43;7.2;0.44;2767320238;0.45;186.0;0.9954;31.0;9.4
2024-07-18T09:09:49.024145+UTC;6.6;6;0.031;3.17;0.3;1.1;0.58;2476233047;0.17;73.0;0.99095;13.0;11.0
2024-07-18T09:09:49.024145+UTC;7.2;7;0.048;3.21;0.28;3.4;0.37;980224465;0.44;112.0;0.99188;22.0;11.3
2024-07-18T09:09:49.024145+UTC;6.2;6;0.041;3.28;0.27;1.4;0.38;3501176130;0.15;117.0;0.9909;51.0;11.2
2024-07-18T09:09:49.024145+UTC;6.3;6;0.048;3.16;0.22;3.3;0.5;3567007987;0.25;161.0;0.99256;41.0;10.5
2024-07-18T09:09:49.024145+UTC;6.5;6;0.053;3.23;0.45;8.0;0.48;2369209121;0.22;196.0;0.9959;52.0;9.1
2024-07-18T09:09:49.024145+UTC;7.3;6;0.05;3.21;0.3;9.3;0.5;1129455965;0.26;154.0;0.99581;35.0;10.4
2024-07-18T09:09:49.024145+UTC;6.9;7;0.033;3.1;0.29;2.3;0.58;4127515387;0.15;82.0;0.99132;14.0;11.2
2024-07-18T09:09:49.024145+UTC;5.8;7;0.034;3.14;0.29;0.9;0.36;3247133917;0.22;89.0;0.98936;34.0;11.1
2024-07-18T09:09:49.024145+UTC;6.5;6;0.036;3.18;0.33;3.5;0.38;313638889;0.37;92.0;0.99136;23.0;11.2
2024-07-18T09:09:49.024145+UTC;5.5;6;0.036;3.29;0.38;1.7;0.39;1865315899;0.375;98.0;0.99142;17.0;10.5
2024-07-18T09:09:49.024145+UTC;5.9;6;0.047;3.2;0.4;1.3;0.45;3724475635;0.2;92.0;0.99232;23.0;10.0
2024-07-18T09:09:49.024145+UTC;5.9;6;0.046;3.2;0.38;1.3;0.47;873581185;0.22;90.0;0.99232;24.0;10.0
2024-07-18T09:09:49.024145+UTC;8.0;5;0.049;3.1;0.31;5.6;0.42;735836894;0.22;97.0;0.993;24.0;10.9
2024-07-18T09:09:49.024145+UTC;6.5;7;0.028;3.15;0.29;7.4;0.56;780463060;0.22;87.0;0.99311;16.0;10.9
2024-07-18T09:09:49.024145+UTC;6.9;7;0.033;3.1;0.29;2.3;0.58;4127515387;0.15;82.0;0.99132;14.0;11.2
2024-07-18T09:09:49.024145+UTC;5.8;5;0.035;3.5;0.34;1.0;0.42;958807201;0.2;86.0;0.98993;40.0;11.7
2024-07-18T09:09:49.024145+UTC;6.6;5;0.033;3.16;0.07;1.5;0.42;306327220;0.31;144.0;0.99208;55.0;10.0
2024-07-18T09:09:49.024145+UTC;7.7;5;0.169;3.02;0.37;10.0;0.64;1068562992;0.43;210.0;0.99776;22.0;9.5
2024-07-18T09:09:49.024145+UTC;6.7;5;0.053;3.03;0.29;14.9;0.52;2761802831;0.24;136.0;0.99839;55.0;9.0
2024-07-18T09:09:49.024145+UTC;7.3;5;0.052;3.04;0.34;9.3;0.56;3946531602;0.23;86.0;0.99574;19.0;10.0
2024-07-18T09:09:49.024145+UTC;7.9;5;0.041;3.08;0.39;1.0;0.43;2717632252;0.2;154.0;0.99093;37.0;11.9
2024-07-18T09:09:49.024145+UTC;5.3;6;0.028;3.57;0.39;1.0;0.59;2001111486;0.16;101.0;0.99156;40.0;10.6
2024-07-18T09:09:49.024145+UTC;6.4;6;0.047;3.15;0.28;5.9;0.4;2371252769;0.21;101.0;0.99278;29.0;11.0
2024-07-18T09:09:49.024145+UTC;6.9;7;0.027;3.25;0.26;5.0;0.43;2638775008;0.33;143.0;0.9924;46.0;11.2
2024-07-18T09:09:49.024145+UTC;5.6;7;0.034;3.51;0.58;1.25;0.6;3365343828;0.18;129.0;0.98984;29.0;12.0
2024-07-18T09:09:49.024145+UTC;6.6;8;0.027;3.24;0.31;3.9;0.6;1185052461;0.29;96.0;0.99035;39.0;12.6
2024-07-18T09:09:49.024145+UTC;6.9;7;0.027;3.25;0.26;5.0;0.43;2638775008;0.33;143.0;0.9924;46.0;11.2
2024-07-18T09:09:49.024145+UTC;6.6;6;0.034;3.24;0.36;0.8;0.68;296791741;0.21;113.0;0.99165;48.0;10.5
2024-07-18T09:09:49.024145+UTC;7.3;6;0.037;3.11;0.33;1.0;0.52;4043196599;0.21;144.0;0.9923;66.0;10.2
2024-07-18T09:09:49.024145+UTC;6.4;6;0.047;3.15;0.28;5.9;0.4;2371252769;0.21;101.0;0.99278;29.0;11.0
2024-07-18T09:09:49.024145+UTC;5.1;6;0.028;3.57;0.32;1.6;0.52;4058181056;0.11;90.0;0.99008;12.0;12.2
2024-07-18T09:09:49.024145+UTC;6.5;6;0.036;3.18;0.32;1.3;0.41;2929685939;0.15;76.0;0.98964;19.0;12.3
2024-07-18T09:09:49.024145+UTC;5.3;6;0.028;3.57;0.39;1.0;0.59;2001111486;0.16;101.0;0.99156;40.0;10.6
2024-07-18T09:09:49.024145+UTC;5.6;6;0.032;3.36;0.46;1.1;0.5;323460421;0.19;115.0;0.9909;33.0;10.4
2024-07-18T09:09:49.024145+UTC;5.6;7;0.034;3.51;0.58;1.25;0.6;3365343828;0.18;129.0;0.98984;29.0;12.0
2024-07-18T09:09:49.024145+UTC;6.7;7;0.021;3.15;0.32;1.4;0.53;236504720;0.48;121.0;0.9889;22.0;12.7
2024-07-18T09:09:49.024145+UTC;6.2;5;0.018;3.05;0.23;1.2;0.28;3724301805;0.23;128.0;0.99178;18.0;10.6
2024-07-18T09:09:49.024145+UTC;6.0;6;0.028;3.14;0.29;5.0;0.34;3493102867;0.17;108.0;0.99076;25.0;12.3
2024-07-18T09:09:49.024145+UTC;6.7;7;0.021;3.15;0.32;1.4;0.53;236504720;0.48;121.0;0.9889;22.0;12.7
2024-07-18T09:09:49.024145+UTC;6.7;6;0.037;3.09;0.38;1.7;0.53;3387276471;0.15;84.0;0.99046;20.0;11.4
2024-07-18T09:09:49.024145+UTC;4.2;7;0.029;3.65;0.36;1.8;0.89;110651028;0.17;161.0;0.98999;93.0;12.0
2024-07-18T09:09:49.024145+UTC;5.8;8;0.045;3.23;0.32;1.6;0.94;607083704;0.21;95.0;0.98946;38.0;12.4
2024-07-18T09:09:49.024145+UTC;5.4;7;0.03;3.24;0.36;1.5;0.99;585199825;0.23;121.0;0.98976;74.0;12.1
2024-07-18T09:09:49.024145+UTC;6.7;6;0.037;3.09;0.38;1.7;0.53;3387276471;0.15;84.0;0.99046;20.0;11.4
2024-07-18T09:09:49.024145+UTC;6.4;5;0.04;3.21;0.31;13.9;0.38;2720736057;0.22;135.0;0.99672;57.0;10.7
2024-07-18T09:09:49.024145+UTC;6.5;5;0.045;2.97;0.55;5.9;0.4;4035574867;0.15;162.0;0.99482;75.0;9.3
2024-07-18T09:09:49.024145+UTC;5.9;6;0.027;3.37;0.33;2.1;0.42;1718358284;0.32;138.0;0.98945;35.0;12.7
2024-07-18T09:09:49.024145+UTC;5.7;6;0.029;3.18;0.3;1.1;0.39;4021799832;0.37;88.0;0.98883;24.0;11.7
2024-07-18T09:09:49.024145+UTC;7.9;5;0.039;2.93;0.35;6.7;0.49;4255864673;0.25;64.0;0.99362;22.0;10.7
2024-07-18T09:09:49.024145+UTC;7.2;7;0.033;2.99;0.28;2.7;0.43;393140612;0.21;94.0;0.99075;38.0;11.8
2024-07-18T09:09:49.024145+UTC;7.0;5;0.039;3.2;0.3;6.7;0.39;3109065202;0.24;125.0;0.99436;37.0;9.9
2024-07-18T09:09:49.024145+UTC;6.8;7;0.047;3.23;0.33;3.95;0.53;3368902801;0.475;81.0;0.98988;16.0;13.4
2024-07-18T09:09:49.024145+UTC;7.0;7;0.032;3.12;0.32;7.75;0.64;939406574;0.28;114.0;0.99158;30.0;12.8
2024-07-18T09:09:49.024145+UTC;6.9;6;0.033;3.15;0.3;10.6;0.45;2083759143;0.4;87.0;0.99265;24.0;12.8
2024-07-18T09:09:49.024145+UTC;6.6;5;0.042;3.13;0.31;1.6;0.41;3073739319;0.41;101.0;0.99195;18.0;10.5
2024-07-18T09:09:49.024145+UTC;6.4;5;0.032;3.31;0.28;2.5;0.55;1547084154;0.2;84.0;0.99168;24.0;11.5
2024-07-18T09:09:49.024145+UTC;8.5;4;0.04;3.04;0.34;0.7;0.37;3631878231;0.22;25.0;0.9918;5.0;10.5
2024-07-18T09:09:49.024145+UTC;8.4;6;0.032;2.95;0.36;11.1;0.39;2965256191;0.36;132.0;0.99313;21.0;13.0
2024-07-18T09:09:49.024145+UTC;5.2;8;0.035;3.19;0.29;5.15;0.34;2188351293;0.285;138.0;0.9895;64.0;12.4
2024-07-18T09:09:49.024145+UTC;6.9;6;0.041;3.16;0.3;4.7;0.35;1923371788;0.2;148.0;0.9932;40.0;10.2
2024-07-18T09:09:49.024145+UTC;6.7;5;0.054;3.23;0.46;9.7;0.5;3497295768;0.42;234.0;0.99848;67.0;9.0
2024-07-18T09:09:49.024145+UTC;6.2;7;0.038;3.33;0.34;1.7;0.86;1374576674;0.16;153.0;0.9909;85.0;12.0
2024-07-18T09:09:49.024145+UTC;6.4;7;0.044;3.15;0.36;1.4;0.5;1441947505;0.125;68.0;0.99014;22.0;11.7
2024-07-18T09:09:49.024145+UTC;6.4;5;0.054;3.58;0.26;2.0;0.57;2949625872;0.44;180.0;0.9952;20.0;10.0
2024-07-18T09:09:49.024145+UTC;7.0;5;0.055;3.37;0.39;7.5;0.54;1695178673;0.31;218.0;0.99652;42.0;10.3
2024-07-18T09:09:49.024145+UTC;6.7;5;0.054;3.23;0.46;9.7;0.5;3497295768;0.42;234.0;0.99848;67.0;9.0
2024-07-18T09:09:49.024145+UTC;8.6;5;0.032;2.99;0.28;0.8;0.38;2612045950;0.18;78.0;0.99104;25.0;11.1
2024-07-18T09:09:49.024145+UTC;6.2;5;0.05;3.31;0.26;13.1;0.46;2818555055;0.21;150.0;0.99772;59.0;9.0
2024-07-18T09:09:49.024145+UTC;6.1;6;0.031;3.4;0.37;1.1;0.58;200067734;0.16;97.0;0.9922;37.0;10.5
2024-07-18T09:09:49.024145+UTC;6.5;7;0.028;3.27;0.32;2.2;0.59;579843795;0.22;92.0;0.99076;36.0;11.9
2024-07-18T09:09:49.024145+UTC;6.2;5;0.036;3.27;0.14;8.9;0.5;1704029987;0.36;155.0;0.99622;38.0;9.4
2024-07-18T09:09:49.024145+UTC;5.7;6;0.035;3.31;0.25;1.1;0.52;803382814;0.21;81.0;0.9902;26.0;11.4
2024-07-18T09:09:49.024145+UTC;6.4;7;0.034;3.31;0.32;0.9;0.58;1506926532;0.25;114.0;0.99114;40.0;10.8
2024-07-18T09:09:49.024145+UTC;7.6;5;0.073;3.1;0.26;1.7;0.46;841301233;0.31;157.0;0.9938;40.0;9.8
2024-07-18T09:09:49.024145+UTC;6.6;5;0.047;3.2;0.46;6.9;0.45;1211963535;0.26;183.0;0.99594;59.0;9.3
2024-07-18T09:09:49.024145+UTC;5.7;6;0.035;3.31;0.25;1.1;0.52;803382814;0.21;81.0;0.9902;26.0;11.4
2024-07-18T09:09:49.024145+UTC;6.2;6;0.031;3.24;0.31;1.0;0.52;3696647829;0.2;73.0;0.99035;22.0;11.3
2024-07-18T09:09:49.024145+UTC;6.2;6;0.031;3.23;0.3;1.0;0.52;1325346769;0.18;73.0;0.99032;23.0;11.3
2024-07-18T09:09:49.024145+UTC;6.1;5;0.031;3.22;0.2;7.6;0.48;146335937;0.37;170.0;0.99558;49.0;9.5
